id,winner,album_name,track_name,popularity,track_genre,duration_ms
15052,1,moonlight,moonlight,56,chill,159130.00
15053,1,17,17,63,chill,160736.00
15054,1,"Strawberry Skies","Strawberry Skies",70,chill,165333.00
15055,1,NVMD,NVMD,79,chill,181224.00
15056,1,"At My Worst (feat. Kehlani)","At My Worst (feat. Kehlani)",63,chill,169127.00
15057,1,"F*ck Love","F*ck Love",65,chill,197368.00
15058,1,"THE REAPER","like i need u",73,chill,182678.00
15059,1,Hex,Hex,79,chill,122221.00
15060,1,"I'll Keep You Safe","I'll Keep You Safe",71,chill,185875.00
15061,1,"beside you","beside you",75,chill,166023.00
15062,1,"Falling for U","Falling for U",74,chill,124000.00
15063,1,Waves,Waves,66,chill,133747.00
15064,1,GABRIEL,SOMEBODY,71,chill,164662.00
15065,1,"Lay Up N’ Chill (feat. A Boogie Wit da Hoodie)","Lay Up N’ Chill (feat. A Boogie Wit da Hoodie)",66,chill,153735.00
15066,1,"2 soon","2 soon",72,chill,206511.00
15067,1,"Worn Out Heart","I Need U",61,chill,142588.00
15068,1,"Passion & Confusion","Tell Me Why I'm Waiting",70,chill,123891.00
15069,1,"I’ll Keep You Safe","I’ll Keep You Safe",70,chill,140338.00
15070,1,rapunzel,vulnerable,59,chill,198404.00
15071,1,rapunzel,"airplane thoughts",64,chill,210405.00
15072,1,"Early Catch","Make It (feat. The Weeknd) [DJAmg Remixer]",62,chill,102243.00
15073,1,"Passion & Confusion","Loosing Interest",68,chill,117916.00
15074,1,"Places Like Home","On the Low",63,chill,181379.00
15075,1,"Free With You","Free With You",56,chill,168038.00
15076,1,"PINK PLANET","At My Worst (feat. Kehlani)",65,chill,169127.00
15077,1,"i hope u see this",chances,67,chill,167312.00
15078,1,"Reasons You Should Care",Outside,65,chill,174081.00
15079,1,"The Look - R&B Feels",Better,0,chill,176320.00
15080,1,"Cup of Coffee","Cup of Coffee",54,chill,109241.00
15081,1,"where do we go when we fall in love","where do we go when we fall in love",56,chill,101100.00
15082,1,"Summer Music Festival Hits","At My Worst",0,chill,170344.00
15083,1,"Sad Boy in Skirt","Losing Interest - Slowed Version",65,chill,116920.00
15084,1,"On Chill - Rap & RnB","At My Worst",0,chill,170344.00
15085,1,"you never meant it","you never meant it",67,chill,117692.00
15086,1,"20s Love Songs","Nothing Feels Better",1,chill,157779.00
15087,1,"Good Vibes","Midnight River",0,chill,184771.00
15088,1,"eyes blue or brown, can't remember","eyes blue or brown, can't remember",66,chill,180833.00
15089,1,"Bad Liar","Bad Liar",62,chill,248448.00
15090,1,"Heat Waves","Heat Waves (Slowed + Reverb)",54,chill,116781.00
15091,1,"How To Kill A Rockstar","Hate Me!",69,chill,154756.00
15092,1,"Midnight Music","Real Thing",1,chill,195368.00
15093,1,"Gourmet Soul","At My Worst",0,chill,170344.00
15094,1,"Feeling Good","I Feel Good",0,chill,136058.00
15095,1,"Coffee Chill","I Feel Good",0,chill,136058.00
15096,1,"rainy day indie","Nothing Feels Better",0,chill,157779.00
15097,1,"Good Enough - Easy Pop","At My Worst",0,chill,170344.00
15098,1,"Holly Jolly Christmas","This Christmas",0,chill,181365.00
15099,1,"Christmas Time","This Christmas",0,chill,181365.00
15100,1,"Slowed + Reverb","Let Me Down Slowly (Slowed + Reverb)",58,chill,104000.00
15101,1,"I Feel Good","I Feel Good",68,chill,136058.00
15102,1,"The Loser","The Loser",72,chill,131586.00
15103,1,Affection,Affection,63,chill,174211.00
15104,1,"The Last Goodbye (feat. Bettye LaVette)","The Last Goodbye (feat. Bettye LaVette)",72,chill,358983.00
15105,1,Safe,Safe,67,chill,78214.00
15106,1,skeletons,skeletons,69,chill,152480.00
15107,1,"it kills me","it kills me",65,chill,155428.00
15108,1,"Can't Love Myself","Can't Love Myself",68,chill,122723.00
15109,1,"my type","my type",68,chill,132000.00
15110,1,always,drunk,71,chill,227031.00
15111,1,"Say Goodbye","Say Goodbye",64,chill,150415.00
15112,1,savior,savior,63,chill,110943.00
15113,1,rapunzel,grateful,55,chill,241458.00
15114,1,"We could have been so good together","We could have been so good together",62,chill,298864.00
15115,1,"But You Love It","But You Love It",49,chill,188031.00
15116,1,GABRIEL,ANGOSTURA,67,chill,171019.00
15117,1,"I Need U (Remix)","I Need U (Remix)",51,chill,171205.00
15118,1,"4:44 Am","4:44 Am",67,chill,121965.00
15119,1,Broken,Broken,72,chill,200672.00
15120,1,"i'm closing my eyes","i'm closing my eyes",69,chill,118302.00
15121,1,Fiction,Fiction,58,chill,279515.00
15122,1,"Next Up - S4-E2","Next Up - S4-E2, Pt. 1",77,chill,120839.00
15123,1,"PINK PLANET",17,62,chill,160736.00
15124,1,"Ready Yet","Ready Yet",64,chill,152922.00
15125,1,"I Feel Good (Asia Edition)","I Feel Good (feat. Bunga)",36,chill,135849.00
15126,1,"Another Love (Tiësto Remix)","Another Love - Tiësto Remix",75,chill,185365.00
15127,1,down,down,61,chill,194680.00
15128,1,"I Feel Good (Asia Edition)","I Feel Good (feat. Arthur Miguel)",49,chill,135849.00
15129,1,"How To Kill A Rockstar",Psycho!,68,chill,197217.00
15130,1,"Lost In Between","Lost In Between",58,chill,124500.00
15131,1,4am,4am,75,chill,193714.00
15132,1,"I Feel Good (feat. Bunga)","I Feel Good (feat. Bunga)",27,chill,135849.00
15133,1,Ekena,ugly,60,chill,120027.00
15134,1,"THE REAPER","i swear i'll never leave again",68,chill,173716.00
15135,1,"Love Is the Same as Sadness","Dance with Me",70,chill,87411.00
15136,1,Safe.,"I Know You so Well",60,chill,119089.00
15137,1,"Not Angry","Not Angry",62,chill,199687.00
15138,1,"I Feel Good (feat. Rahmania Astrini)","I Feel Good (feat. Rahmania Astrini)",17,chill,135849.00
15139,1,"Night Away (Dance) (feat. Tion Wayne)","Night Away (Dance) (feat. Tion Wayne)",75,chill,175774.00
15140,1,"Slowed + Reverb","Payphone (Slowed + Reverb)",55,chill,123343.00
15141,1,"Safe, Pt. 2","Loosing Interest",64,chill,117984.00
15142,1,"Tell Me Pretty Lies","Tell Me Pretty Lies",57,chill,269295.00
15143,1,"I Feel Good (Asia Edition)","I Feel Good (feat. Rahmania Astrini)",39,chill,135849.00
15144,1,"Coming for You (feat. Loski, Bandokay & Izzpot) [Remix]","Coming for You - Freestyle",66,chill,70285.00
15145,1,"You & Me, That's Enough","Something Bout That Feeling",64,chill,132688.00
15146,1,villain,villain,58,chill,153621.00
15147,1,"Long Game","The Way I Am",61,chill,178143.00
15148,1,"I Feel Good (Asia Edition)","I Feel Good (feat. Patrickananda)",42,chill,135863.00
15149,1,"wherever you would call me","wherever you would call me",61,chill,213818.00
15150,1,"Hidden Gems","Window Blues",0,chill,194693.00
15151,1,Traingazing,Traingazing,60,chill,214159.00
15152,1,"Strawberry Skies (Deluxe Edition)",Galaxy,58,chill,169415.00
15153,1,"PINK PLANET",Honesty,70,chill,189000.00
15154,1,"Strawberry Skies (Deluxe Edition)","Stay (Don't Go)",57,chill,207160.00
15155,1,So,So,64,chill,160500.00
15156,1,Odyssey,Resonance,71,chill,212881.00
15157,1,"Shouldn't Be","Shouldn't Be",71,chill,210480.00
15158,1,"Dancing with my phone","Dancing with my phone",63,chill,203532.00
15159,1,"Moonlight Shawty","Moonlight Shawty",71,chill,167994.00
15160,1,GABRIEL,TOUCH,66,chill,205346.00
15161,1,Pears,Pears,61,chill,141877.00
15162,1,oldies,love,66,chill,81037.00
15163,1,Oblivion,Oblivion,66,chill,152920.00
15164,1,Blossom,Blossom,63,chill,161685.00
15165,1,"i won't let you feel alone again","i won't let you feel alone again",60,chill,148361.00
15166,1,Blur,Blur,57,chill,220550.00
15167,1,bandaids,"right here",68,chill,195093.00
15168,1,"I Don't Want","I Don't Want",63,chill,105293.00
15169,1,"At My Worst (Gustixa Remix)","At My Worst (Gustixa Remix)",50,chill,142499.00
15170,1,"why am i crying","Letter to Jarad",67,chill,204659.00
15171,1,"I'm Not Enough and I'm Sorry","I'm Not Enough and I'm Sorry",63,chill,120000.00
15172,1,"Lost in Love","I'll Bite Your Soul",69,chill,123186.00
15173,1,bandaids,"less of you",69,chill,206893.00
15174,1,"I Wouldn't Know Any Better Than You","I Wouldn't Know Any Better Than You",62,chill,151041.00
15175,1,"spirit lead me where my trust is without borders","spirit lead me where my trust is without borders",56,chill,128906.00
15176,1,"Cherry Blossoms","Cherry Blossoms",71,chill,138367.00
15177,1,"Worn Out Heart","Do You Ever Think of Me?",53,chill,125538.00
15178,1,Crash,Crash,63,chill,168274.00
15179,1,"Lonely Boy",Scars,61,chill,80718.00
15180,1,bandaids,blue,66,chill,178600.00
15181,1,SunDayDreams,"Hurt U",59,chill,172493.00
15182,1,Imagination,Imagination,66,chill,104783.00
15183,1,"Slowed + Reverb","Habits (Stay High) (Slowed + Reverb)",56,chill,144000.00
15184,1,"Spring in Winter","Winter blossom",60,chill,168870.00
15185,1,"everything i couldn't be","everything i couldn't be",56,chill,130052.00
15186,1,oldies,"let me hold you",65,chill,85979.00
15187,1,"my first songs","far away from here",57,chill,132800.00
15188,1,"It'll Be Alright","It'll Be Alright",56,chill,133565.00
15189,1,"It Won't Hurt","It Won't Hurt",58,chill,134817.00
15190,1,"Sugar Crash Lofi","Sugar Crash Lofi",44,chill,99636.00
15191,1,"Ghost (Acoustic)","Ghost - Acoustic",55,chill,149610.00
15192,1,Solo,Solo,52,chill,198712.00
15193,1,"Summer Is for Falling in Love","Summer Is for Falling in Love",62,chill,186466.00
15194,1,"fools (can't help falling in love) (slowed down & reverb)","fools (can't help falling in love) (slowed down & reverb)",54,chill,197857.00
15195,1,"Favourite Things","Favourite Things",61,chill,173333.00
15196,1,Evergreen,Collide,0,chill,260190.00
15197,1,Balloons,Older,63,chill,200823.00
15198,1,"Hate Everything","Hate Everything",63,chill,205773.00
15199,1,"Can You Feel My Heart","Can You Feel My Heart",63,chill,232200.00
15200,1,"Long Way Down (Deluxe)",Heal,74,chill,193080.00
15201,1,"Know me","Know me",64,chill,214613.00
15202,1,"Love Wounds","Love Is More Depressing Than Depression",64,chill,133267.00
15203,1,"airplane thoughts","airplane thoughts",48,chill,210405.00
15204,1,"My Favourite Clothes","My Favourite Clothes",70,chill,257000.00
15205,1,Ride,Ride,67,chill,181622.00
15206,1,"Apollo 19",Nightlight,53,chill,175538.00
15207,1,"Another Day","Another Day",57,chill,153267.00
15208,1,"Blue Spirits","Blue Spirits",64,chill,188307.00
15209,1,Rain,Rain,44,chill,160555.00
15210,1,"A Moment Apart","A Moment Apart",66,chill,234244.00
15211,1,disappear,disappear,61,chill,109741.00
15212,1,Okinawa,Okinawa,61,chill,348445.00
15213,1,"School Rooftop (Slowed Down Version)","School Rooftop - Slowed Down Version",68,chill,193732.00
15214,1,"rainy evening",Controlla,67,chill,108000.00
15215,1,"Into the Night","One Friend",58,chill,153027.00
15216,1,Weak,Weak,67,chill,159375.00
15217,1,"I Need U (Remix)","I Need U (Remix)",49,chill,149647.00
15218,1,chandelier,chandelier,23,chill,127908.00
15219,1,"Hold Me Closer","Hold Me Closer",49,chill,174006.00
15220,1,"Far Away","Far Away",55,chill,131937.00
15221,1,"Happy Yet","Loose Change",61,chill,163500.00
15222,1,Breathe,Traingazing,68,chill,214159.00
15223,1,"Hold Each Other","Hold Each Other",45,chill,177407.00
15224,1,"tape for when i'm sad","i don't feel part of the world anymore",68,chill,84176.00
15225,1,"Only When I Look into Your Eyes","Only When I Look into Your Eyes",57,chill,199166.00
15226,1,unholy,unholy,26,chill,144732.00
15227,1,"Sad Hours","Keep You Safe",63,chill,136329.00
15228,1,"Love You Like Me","Love You Like Me",61,chill,218614.00
15229,1,"i'm in love with u, sorry","i'm in love with u, sorry",62,chill,90315.00
15230,1,"i still think of you","i still think of you",55,chill,125052.00
15231,1,"Love Alone","Love Alone",53,chill,185107.00
15232,1,"confidence in me","confidence in me",62,chill,162151.00
15233,1,"World Burns","World Burns",60,chill,141049.00
15234,1,"say goodbye","say goodbye",63,chill,86749.00
15235,1,"London Scammer","London Scammer",65,chill,193258.00
15236,1,"i looked into your eyes","i looked into your eyes",68,chill,148556.00
15237,1,"Never Be Alright","Never Be Alright",68,chill,168308.00
15238,1,"Inside Out","Inside Out",57,chill,176005.00
15239,1,"tendency to be a loner",carpool,56,chill,164665.00
15240,1,"We Don't Talk Anymore [Slowed + Reverb]","We Don't Talk Anymore [Slowed + Reverb]",43,chill,251794.00
15241,1,"Don’t Go to Sleep","Don’t Go to Sleep",60,chill,107986.00
15242,1,"i don't like it, you're not the same","i don't like it, you're not the same",66,chill,97685.00
15243,1,"summer nights","summer nights",59,chill,213205.00
15244,1,"Sad Boy in Skirt","Tell Me Why I'm Waiting - Slowed",58,chill,142267.00
15245,1,"Gentle Bones","Better With You (with Benjamin Kheng)",60,chill,166000.00
15246,1,"Halloween & Alternative",Broken,0,chill,200672.00
15247,1,"Sweet Dreams","Black Cherry",47,chill,184510.00
15248,1,Vertigo,"Falling in Love",62,chill,170322.00
15249,1,"Smiling All The Way Back Home","Smiling All The Way Back Home",65,chill,182028.00
15250,1,"Mega Hits Autumn/Fall 2022","Alone With You",0,chill,195200.00
15251,1,"So Good","So Good",63,chill,146273.00
15252,1,"Midnight River (feat. 6LACK)","Midnight River (feat. 6LACK)",59,chill,184242.00
15253,1,"Talk It Out","Talk It Out",61,chill,170482.00
15254,1,GABRIEL,WESTSIDE,64,chill,184110.00
15255,1,Toroka,Toroka,67,chill,202075.00
15256,1,"Sing to You","Sing to You",64,chill,153627.00
15257,1,"All Night Long","All Night Long",61,chill,214800.00
15258,1,"dream girl","dream girl",66,chill,87408.00
15259,1,feelings,"slow down my thoughts",57,chill,231496.00
15260,1,"Skin & Bones","Skin & Bones",59,chill,217942.00
15261,1,"I never wanna lose you","I never wanna lose you",52,chill,151920.00
15262,1,"Vibes 2",5:32pm,65,chill,136914.00
15263,1,"Take Me Higher","Take Me Higher",53,chill,127080.00
15264,1,"wish u felt the way i do","wish u felt the way i do",58,chill,121500.00
15265,1,"just friends","just friends",62,chill,123125.00
15266,1,Love,Love,56,chill,256097.00
15267,1,444,"French Inhale",61,chill,108078.00
15268,1,rapunzel,retrograde,47,chill,215269.00
15269,1,Sunsick,Sunsick,64,chill,145081.00
15270,1,"All Alone","All Alone",57,chill,147000.00
15271,1,"By My Side","By My Side",65,chill,206680.00
15272,1,glass,Glass,57,chill,146548.00
15273,1,Flash,"I Can't Help",57,chill,121250.00
15274,1,"Here for You","Here for You",53,chill,167072.00
15275,1,"East Daygo Popstar","Green Tea & Honey",65,chill,222315.00
15276,1,"Behind the Clouds","Behind the Clouds",51,chill,160000.00
15277,1,Esuna,"falling down",63,chill,96053.00
15278,1,"Is It Too Much to Ask For","Is It Too Much to Ask For",62,chill,100586.00
15279,1,"My All","My All",64,chill,151116.00
15280,1,"Pull Out Couch","OH NO!",57,chill,171185.00
15281,1,"this is for my girl","this is for my girl",59,chill,217339.00
15282,1,"weak lofi","weak lofi",9,chill,161970.00
15283,1,tv,tv,2,chill,286714.00
15284,1,"Cabin in the Woods",Plants,46,chill,127000.00
15285,1,"17 (Slowed + reverb)","17 - Slowed + reverb",51,chill,209493.00
15286,1,"change ur mind","change ur mind",57,chill,183451.00
15287,1,"Yellow Hearts (feat. Audrey Mika)","Yellow Hearts (feat. Audrey Mika)",55,chill,180672.00
15288,1,"I Found Her","I Found Her",47,chill,174244.00
15289,1,Outer,Backdrop,58,chill,149333.00
15290,1,Life,Affection,64,chill,117495.00
15291,1,"stuck in the middle","stuck in the middle",21,chill,193500.00
15292,1,"Best Day Of My Life","Best Day Of My Life",69,chill,146895.00
15293,1,"Losing Interest (Remix)","Losing Interest - Remix",58,chill,270260.00
15294,1,"What If",Casualties,54,chill,222083.00
15295,1,"Crab Rave","Crab Rave",67,chill,161280.00
15296,1,"summer nights","feel the same",58,chill,131866.00
15297,1,Change,Change,59,chill,198620.00
15298,1,"JUST BREATHE (feat. 3RACHA of Stray Kids)","JUST BREATHE - feat. 3RACHA of Stray Kids",60,chill,230853.00
15299,1,"17 (feat. Joshua and DK of SEVENTEEN)","17 (feat. Joshua and DK of SEVENTEEN)",57,chill,160819.00
15300,1,"Let Me Down Slowly","Let Me Down Slowly",56,chill,96986.00
15301,1,Needs,Needs,68,chill,177479.00
15302,1,"After the Sun",Aphrodite,62,chill,271000.00
15303,1,"Entice Me","Entice Me",57,chill,156874.00
15304,1,"Passion & Confusion","Soft Skin",62,chill,117747.00
15305,1,"Crush On You","Crush On You",48,chill,241714.00
15306,1,"Maggie Valley",Silence,58,chill,133440.00
15307,1,"Y U Gotta B Like That","Y U Gotta B Like That",58,chill,154456.00
15308,1,"Hopeless Romantic","Hopeless Romantic",43,chill,256548.00
15309,1,"A Moment Apart","Falls (feat. Sasha Alex Sloan)",57,chill,232936.00
15310,1,"I Should've Told You","I Should've Told You",56,chill,197522.00
15311,1,"Mona Lisa","Mona Lisa",56,chill,157019.00
15312,1,"Space Makes Me Sad","Space Makes Me Sad",57,chill,136419.00
15313,1,"Making Steak",Ride,64,chill,181622.00
15314,1,Flower,Flower,55,chill,173230.00
15315,1,"At My Worst (Nikhita Gandhi Remix)","At My Worst (Nikhita Gandhi Remix)",36,chill,169127.00
15316,1,"Shang-Chi and The Legend of The Ten Rings: The Album","War With Heaven",64,chill,193373.00
15317,1,Poetry,"Forget About You",62,chill,151712.00
15318,1,"Songs from Another Love","Another Love",67,chill,250973.00
15319,1,rapunzel,"what's wrong with me?",46,chill,185375.00
15320,1,skeletons,summer,61,chill,165213.00
15321,1,always,B.Y.S.,64,chill,165154.00
15322,1,Safe.,"I'll Keep You Safe",58,chill,116881.00
15323,1,"Trust Nobody","Trust Nobody",55,chill,166217.00
15324,1,"Strawberry Huracan","Strawberry Huracan",56,chill,177026.00
15325,1,"Local Mvp","Champagne Shots",71,chill,144000.00
15326,1,"pouring outside","pouring outside",66,chill,156250.00
15327,1,"fell in love in tokyo","fell in love in tokyo",43,chill,303167.00
15328,1,"how to live","how to live",52,chill,146400.00
15329,1,Smile,Smile,56,chill,162784.00
15330,1,"slow summer","slow summer",57,chill,168782.00
15331,1,"lemme land?","lemme land?",69,chill,146878.00
15332,1,"Sing for Me","Sing for Me",58,chill,130951.00
15333,1,"I Don't Sleep","I Don't Sleep",61,chill,105142.00
15334,1,"Come Right Here","Come Right Here",60,chill,116924.00
15335,1,"the day i died","the day i died",56,chill,134020.00
15336,1,"Eenie Meenie","Eenie Meenie",47,chill,93103.00
15337,1,"a place to call home","a place to call home",53,chill,90842.00
15338,1,"Digikid 2",PIGEONS,64,chill,121457.00
15339,1,MOVIE,MOVIE,62,chill,183146.00
15340,1,"Forever Right Now","Forever Right Now",56,chill,141828.00
15341,1,4201,"I Still Do",54,chill,202023.00
15342,1,"Tell Me Why I'm Waiting","Tell Me Why I'm Waiting",59,chill,139357.00
15343,1,"Let Me Know","Let Me Know",61,chill,188666.00
15344,1,"You'll Be Alright","You'll Be Alright",61,chill,199016.00
15345,1,"so much has changed","mr. nice guy",59,chill,220500.00
15346,1,"Childhood Dreams","Rather Do",65,chill,135000.00
15347,1,"Blinding Lights",Eternal,0,chill,160346.00
15348,1,"lofi за учене",Montara,0,chill,125217.00
15349,1,"Best R&B Tunes",Eternal,0,chill,160346.00
15350,1,"lofi за учене","Mystic Brew",0,chill,126896.00
15351,1,"Remember Me","Remember Me",67,chill,199226.00
15352,1,"Cherry Wine","Cherry Wine",65,chill,173286.00
15353,1,"Love Language","Love Affair",69,chill,190960.00
15354,1,"mon amour","mon amour",58,chill,160880.00
15355,1,Butterflies,Butterflies,61,chill,175225.00
15356,1,"Why You","Why You",59,chill,150638.00
15357,1,Missing,"Love Again",62,chill,89340.00
15358,1,Division,"Baby Powder",68,chill,176760.00
15359,1,"With U","With U",55,chill,218666.00
15360,1,move,move,62,chill,148571.00
15361,1,"Alone With You","Alone With You",73,chill,195200.00
15362,1,[oops],[oops],64,chill,142182.00
15363,1,"Nothing Feels Better","Nothing Feels Better",59,chill,157779.00
15364,1,"Sitting In Fire","Sitting In Fire",58,chill,147461.00
15365,1,"Gentle Boy","my new love",64,chill,65790.00
15366,1,"my insecurities, not yours","she likes spring, I prefer winter",66,chill,207436.00
15367,1,Seams,Seams,49,chill,145312.00
15368,1,Reckless,Reckless,57,chill,206270.00
15369,1,honeymoon,honeymoon,60,chill,167832.00
15370,1,juice,juice,62,chill,195692.00
15371,1,"maybe i'm better now","i'm lost",35,chill,196311.00
15372,1,"i don't wanna let u go","i don't wanna let u go",48,chill,144000.00
15373,1,Forever,"Close to Me",61,chill,211746.00
15374,1,unexpected,viola,56,chill,86571.00
15375,1,"Latest Trends","Latest Trends",71,chill,158117.00
15376,1,Fukai,"my girl",55,chill,135338.00
15377,1,"Don't Talk","Don't Talk",58,chill,132120.00
15378,1,"Our Remedy","Father Forgive Me",64,chill,126642.00
15379,1,"F My Ex","F My Ex",60,chill,164595.00
15380,1,"i hope u see this",universe,67,chill,186627.00
15381,1,always,us,63,chill,248010.00
15382,1,"Pink Moon","Nothing Feels Better",60,chill,157779.00
15383,1,"Peter Pan (feat. Liilz)","Peter Pan (feat. Liilz)",70,chill,139586.00
15384,1,"i hope u see this","figured u out",63,chill,192000.00
15385,1,"In My Feelings","Can We Kiss Forever?",56,chill,76800.00
15386,1,"get you the moon","get you the moon",41,chill,238367.00
15387,1,goodnight,overthinking,54,chill,115793.00
15388,1,"Trampoline (Acoustic)","Trampoline - Acoustic",46,chill,213098.00
15389,1,"A Day in the Life","Blank Canvas",60,chill,184543.00
15390,1,"Safe, Pt. 2","Soft Skin",59,chill,129144.00
15391,1,bandaids,alright,61,chill,168280.00
15392,1,"Before The Big Picture","I Watched Her Leave",59,chill,173133.00
15393,1,"Flying :))","Flying :))",65,chill,179157.00
15394,1,"I Love You, That's the Problem","I Love You, That's the Problem",58,chill,142792.00
15395,1,"Sad Boy in Skirt","Tell Me Why I'm Waiting",53,chill,122920.00
15396,1,"I'm A Disappointment","Disappointment (feat. Rxseboy)",62,chill,142092.00
15397,1,"Why you gotta lie?","Why you gotta lie?",59,chill,156053.00
15398,1,"about time","about time",56,chill,193047.00
15399,1,"Long Way Down (Deluxe)","Can't Pretend",66,chill,217840.00
15400,1,"Please Don’t Kill My Vibes","Losing It - Slowed and Reverb",50,chill,208793.00
15401,1,"Our Remedy","No I Don't Want, Just Anyone",54,chill,123952.00
15402,1,"Take Me","Take Me",55,chill,257647.00
15403,1,"October Eyes","October Eyes",58,chill,147790.00
15404,1,"Over 85","Over 85",63,chill,204014.00
15405,1,Daydreaming,Daydreaming,55,chill,175495.00
15406,1,vulnerable,vulnerable,43,chill,198404.00
15407,1,GABRIEL,"GET IT",62,chill,151301.00
15408,1,GABRIEL,LIMBO,62,chill,212784.00
15409,1,"I’ll Keep You Safe","I’ll Keep You Safe",53,chill,140356.00
15410,1,blue,blue,53,chill,118153.00
15411,1,"Pink Moon","Midnight River (feat. 6LACK)",55,chill,184771.00
15412,1,"She Wonders Why","She Wonders Why",59,chill,131201.00
15413,1,"Better Days","Better Days",61,chill,207335.00
15414,1,Alive,Alive,40,chill,197223.00
15415,1,rapunzel,"stable life",45,chill,196428.00
15416,1,"Strawberries and Wine (Acoustic)","Strawberries and Wine - Acoustic",57,chill,90124.00
15417,1,"More & More","More & More",55,chill,211133.00
15418,1,"Give Me Love","Give Me Love",51,chill,176210.00
15419,1,"Float Through The Ceiling","Float Through The Ceiling",59,chill,165245.00
15420,1,"so good","so good",57,chill,151436.00
15421,1,nostalgia,nostalgia,59,chill,196866.00
15422,1,always,always,63,chill,172354.00
15423,1,"I met you at the station","I met you at the station",53,chill,127978.00
15424,1,"goodnight, pt. II","tonight, pt. II",58,chill,169411.00
15425,1,"Talking Stage","Talking Stage",66,chill,177464.00
15426,1,"Crust FM","Crystal Dolphin",60,chill,114660.00
15427,1,"You and Me","You and Me",47,chill,165403.00
15428,1,Sunrise,Sunrise,42,chill,174615.00
15429,1,"The Last Goodbye","The Last Goodbye (feat. Bettye LaVette)",65,chill,358983.00
15430,1,"ep seeds","m i s t",57,chill,118182.00
15431,1,closer,closer,48,chill,115434.00
15432,1,"False Art","False Art",52,chill,183454.00
15433,1,"THE REAPER","the reaper",60,chill,198978.00
15434,1,GABRIEL,ANGEL,61,chill,247282.00
15435,1,COLOR,"I Like That",53,chill,149569.00
15436,1,Flower,Smile,50,chill,162784.00
15437,1,"cheer up!",astroboy.,54,chill,240000.00
15438,1,"Floor Seats (Text Back)","Floor Seats (Text Back)",61,chill,138157.00
15439,1,"Before the Night","We're Finally Landing",61,chill,272039.00
15440,1,"More Than Friends","More Than Friends",53,chill,159039.00
15441,1,"Sad Boy in Skirt","You Promised Not to Break My Heart",51,chill,102947.00
15442,1,"please hold me","please hold me",56,chill,192019.00
15443,1,"Eye Of The Storm","Eye Of The Storm",58,chill,122758.00
15444,1,"Slowed + Reverb","That Way (Slowed + Reverb)",51,chill,117468.00
15445,1,"The Spirit Within","Shou Ga Nai",63,chill,161270.00
15446,1,"someone who'll care","someone who'll care",45,chill,164500.00
15447,1,"When the Party's over (Acoustic Piano)","When the Party's over (Acoustic Piano)",51,chill,195945.00
15448,1,"tendency to be a loner","stranger to me",54,chill,135991.00
15449,1,"Mind Temple",Introvert,61,chill,141126.00
15450,1,"You're Still The One","You're Still The One",56,chill,177500.00
15451,1,Down,Down,57,chill,126010.00
15452,1,"Lost in Love","Would That Make You Love Me?",57,chill,139833.00
15453,1,Honest,Honest,53,chill,156631.00
15454,1,Butterflies,Butterflies,54,chill,176480.00
15455,1,Situationship,Situationship,58,chill,176640.00
15456,1,"After the Sun","Meet Me in Amsterdam",65,chill,301448.00
15457,1,GABRIEL,HELL/HEAVEN,60,chill,160042.00
15458,1,"Violet High",Soleil,65,chill,109295.00
15459,1,"Mi Amor","Mi Amor",59,chill,73482.00
15460,1,"Strange Pleasures","The Trip",59,chill,374240.00
15461,1,"Gentle Boy","this girl",62,chill,122704.00
15462,1,"Local Mvp","On Me",64,chill,118650.00
15463,1,January,January,57,chill,196363.00
15464,1,"my bad","my bad",61,chill,149950.00
15465,1,"Vivid Pictures",Imagination,57,chill,142107.00
15466,1,"Born Erased",FELT,55,chill,105045.00
15467,1,"OTHER WAYS TO VENT",Strings,64,chill,175807.00
15468,1,"wish u the best","wish u the best",40,chill,143528.00
15469,1,"dear me,","dear me,",59,chill,165967.00
15470,1,Crush,Crush,56,chill,160666.00
15471,1,"Making Steak","Dancing with my phone",59,chill,203532.00
15472,1,"i hope u see this",trippin',62,chill,144000.00
15473,1,Harbor,"Monday Loop",56,chill,91504.00
15474,1,bandaids,bandaids,60,chill,215960.00
15475,1,"The Calm Place","The Calm Place",59,chill,156000.00
15476,1,"Call Me","Call Me",61,chill,144054.00
15477,1,"$tars and I feel alone","$tars and I feel alone",59,chill,132858.00
15478,1,"I'm A Disappointment","change ur mind",51,chill,183451.00
15479,1,"Dawn Defibrillation, Vol.1","Insomnia (Feat. YAYYOUNG)",60,chill,210373.00
15480,1,"Maybe I'm Overthinking","wake me when it's over",51,chill,147826.00
15481,1,"i hope u see this","in my bag",59,chill,144396.00
15482,1,"We're Slowly Falling Apart / I'm Just a Ghost","I'm Just a Ghost",50,chill,181090.00
15483,1,"Try to Be Better (Again)","Try to Be Better (Again)",49,chill,140982.00
15484,1,"Beautiful Angel","Are you even real",58,chill,157988.00
15485,1,"The Last Goodbye","Forgive Me (feat. Izzy Bizu)",65,chill,208017.00
15486,1,"anywhere else but here.","self destructive",53,chill,194543.00
15487,1,"you won't be there for me","you won't be there for me",64,chill,182645.00
15488,1,"Thank You","Thank You",59,chill,180047.00
15489,1,Tiptoeing,Tiptoeing,56,chill,155680.00
15490,1,"seen 11:23 pm",11:23,56,chill,58017.00
